 -0.1170819776411164E+01 -0.7424956462923016E-01  0.2404607063719974E-01 -0.1047970048500820E-01  0.2372215381591116E-01 -0.3924672773536596E-02  0.4998311525102292E-02 -0.6074825328865637E-02  0.4832031081475347E-02 -0.8096759624653138E-02
  0.7160000954344462E-02 -0.5874594524110549E-03  0.3406831020662038E-01 -0.8267083802449594E-02  0.3801636566048118E-01  0.4978698179879027E-03  0.1762074760363228E+00 -0.1912325247557837E-01 -0.1703487338986348E-01 -0.2102272463355057E-02
 -0.1591542722294225E-01 -0.9670649693603631E-03 -0.3678488845928062E-02 -0.9845600581331450E-03 -0.3940572872268060E-02 -0.1318778224756741E-02 -0.5325867359802844E-02 -0.4285602032878283E-04 -0.2299391260661435E-01 -0.2203993850451672E-02
 -0.2164497531227006E-01 -0.1244523813886099E-03  0.4281902352290249E-01 -0.1686982298434653E+01 -0.1840655100645597E-01  0.4852914816751605E-01 -0.1796808703000348E-01  0.5507121074371506E-01 -0.1856751473604942E-01  0.2488156328806536E-01
 -0.2136455151920160E-01  0.2562036279342762E-01 -0.1719308840819527E-01  0.2650409189090278E-01 -0.2652532397892251E-01  0.8317779605203186E-01 -0.4399602444281216E-01  0.8214563161603848E-01 -0.3426005533920961E-01 -0.1326959862525069E+00
  0.2156636619541127E-01  0.7454102822134147E-02  0.2140260229512856E-01  0.8869052559237624E-02  0.1284113919935733E-01  0.4046158420480982E-02  0.1425318015240014E-01  0.4283496202019402E-02  0.1387354758302269E-01  0.3891299263667122E-02
  0.3182737533279947E-01  0.1329272017874649E-01  0.4106743723276297E-01  0.7242237815522850E-02  0.2445863542921568E-01 -0.1630168283775286E-01 -0.1204763974055487E+01 -0.6270977961222014E-01  0.2726367352363733E-01 -0.9056645073968915E-02
  0.1148764715098690E-01 -0.1275662591536143E-01  0.9055509232712894E-02 -0.9086407139909722E-02  0.1243248608413480E-01 -0.1236984436999859E-01  0.4213605942678954E-01 -0.9422442110265100E-02  0.1853482882597946E-01 -0.1195934388716675E-01
 -0.1951811367223302E-01 -0.3809261881355226E-02  0.1872064234991543E+00 -0.1285523382689593E-01 -0.1850468554465617E-01 -0.1807562238696949E-02 -0.8258378838764758E-02 -0.2039878199176752E-02 -0.6652768106360400E-02 -0.1557122240332012E-02
 -0.8306493558477093E-02 -0.1912759363649052E-02 -0.2931877774681035E-01 -0.1749703889995730E-02 -0.1100658439207601E-01 -0.1144306666656197E-02 -0.5688643613578354E-02  0.2858709797671203E-01  0.3991307669272094E-01 -0.1749634884696309E+01
 -0.2067409764104793E-01  0.5636005895799284E-01 -0.1753659643884073E-01  0.2425658626235782E-01 -0.2545247812873428E-01  0.3455852680344496E-01 -0.1989945657156758E-01  0.2265935512388167E-01 -0.4486783486449576E-02  0.5205148990739539E-01
 -0.4224135638000359E-01  0.4651132734272868E-01  0.1156160013343425E-01  0.5460032087613225E-02 -0.2832711587414351E-01 -0.1108504444892402E+00  0.2264550432974117E-01  0.9098407619212790E-02  0.1261560087228735E-01  0.3880464719494056E-02
  0.1874475904524130E-01  0.5614787346755087E-02  0.1338076917249155E-01  0.3469144018965577E-02  0.1782811463714850E-01  0.7749538189938206E-02  0.2637885359698616E-01  0.4285138489115189E-02  0.2299527242741314E-01 -0.7564512070222214E-02
  0.2718285301167458E-01 -0.6540246125586529E-02 -0.1198213802619198E+01 -0.7621791423949496E-01  0.1044108317721472E-01 -0.6326369288605585E-02  0.4127236665386854E-01 -0.3656352191565490E-02  0.1085277971435154E-01 -0.1126081393210541E-01
  0.5886184283725547E-02 -0.9055391402738207E-02  0.1387849772854714E-01 -0.1236809968792433E-01 -0.1748194903894084E-01 -0.1965528633946838E-02 -0.1833269331667518E-01 -0.1469396680522808E-02  0.1810231933774573E+00 -0.1521953914076052E-01
 -0.8319435700120122E-02 -0.9418701273146551E-03 -0.2826858495888203E-01 -0.9632397151772839E-03 -0.8081382076923375E-02 -0.1727355817752767E-02 -0.4275644360941907E-02 -0.1565719303135557E-02 -0.7817431201171211E-02 -0.1265287560251853E-02
 -0.1255129096451929E-02  0.2778835111327637E-01 -0.1397952540262131E-01  0.4611824791617947E-01  0.4581185535848575E-01 -0.1754914413000097E+01 -0.2212394443985223E-01  0.3589972254324771E-01 -0.1338171024207909E-01  0.6784289868267690E-01
 -0.2493614217194272E-01  0.3254870769864582E-01 -0.2245810346652108E-01  0.2877329365604885E-01 -0.4222601514732761E-01  0.3802104299479691E-01  0.9133440153950682E-02  0.5369293707623485E-02  0.1882599784817932E-01  0.7169417290437201E-02
 -0.3259460497540846E-01 -0.1124820526469337E+00  0.1802405723476007E-01  0.5463339278006538E-02  0.2556012871849571E-01  0.1013478516406504E-01  0.1792758066665102E-01  0.4866346709268933E-02  0.1539975434380588E-01  0.4959319583133158E-02
  0.2347694294885980E-01  0.3558210571525509E-02  0.6616266849188355E-02 -0.9319174967560715E-02  0.1184230705004051E-01 -0.1347387136451329E-01  0.1108634627322404E-01 -0.7571148358233007E-02 -0.1206687651428188E+01 -0.7138482070627504E-01
  0.2960731581479623E-01 -0.6913974353616123E-02  0.5933516853872588E-01 -0.2740396955889872E-02  0.8444076901398170E-02 -0.1210085365659560E-01  0.1274318932815735E-01 -0.1160335823012573E-01 -0.5380406346580610E-02 -0.2073205894488820E-02
 -0.8578838013173749E-02 -0.2293620561315088E-02 -0.8759373709577153E-02 -0.1273406796654281E-02  0.1839003031594360E+00 -0.1379495802023957E-01 -0.2046302155829769E-01 -0.1544589018100571E-02 -0.3809433561968725E-01 -0.1185763343438539E-02
 -0.5915240041620587E-02 -0.2088708787702389E-02 -0.6904681725059490E-02 -0.1108889595806361E-02 -0.1274108555277541E-01  0.1970265995709460E-01 -0.1871146169491225E-01  0.2547744603297507E-01 -0.1055803727720443E-01  0.1918180679076615E-01
  0.3612180826920300E-01 -0.1747193904709358E+01 -0.2710121835304546E-01  0.6791522813986725E-01 -0.1598267323981992E-01  0.8643092103793837E-01 -0.1477215985199830E-01  0.1814556832182499E-01 -0.3430758048891077E-01  0.2956988170625782E-01
  0.1014079396373063E-01  0.4367908186278894E-02  0.1374083080222213E-01  0.4266541439537390E-02  0.1062259941129209E-01  0.2780699082302917E-02 -0.2503577778419838E-01 -0.1052090616502252E+00  0.2911672040372982E-01  0.1052907328238978E-01
  0.3429523421249793E-01  0.1181126053356022E-01  0.9865076261508305E-02  0.3175865001594885E-02  0.1818325196032021E-01  0.2866575552272470E-02  0.5839740432210029E-02 -0.1082149260152353E-01  0.1043472852796097E-01 -0.9513897487293945E-02
  0.4203089984231428E-01 -0.7089153618460653E-02  0.2860208340161048E-01 -0.7450162882115756E-02 -0.1198723541030544E+01 -0.7214885412398278E-01  0.2738091907120312E-01 -0.8628107095371240E-02  0.9316833019292797E-02 -0.1083672089038849E-01
  0.1441791487386413E-01 -0.1141671569086014E-01 -0.5031420630987613E-02 -0.2388471542979029E-02 -0.7631447957697413E-02 -0.1631114922595886E-02 -0.2900867643724972E-01 -0.1387980828884267E-02 -0.1948353448604662E-01 -0.1567202529904936E-02
  0.1827059436441440E+00 -0.1426273738971748E-01 -0.1826730496722839E-01 -0.1513406888090264E-02 -0.6599223069319918E-02 -0.1844919497898939E-02 -0.8160628374523263E-02 -0.1081689105510008E-02 -0.1184289726100519E-01  0.1649127846969553E-01
