 -0.1035001626930412E+01 -0.2694464159535443E-01  0.8333591024396302E-02 -0.1447649178920858E-02  0.1113872481467512E-01 -0.3713504858431902E-02  0.3706102542110939E-03  0.6916712597509994E-04 -0.2564136635107950E-03  0.1334523285978250E-03
  0.1481751143937645E-02  0.8716724435409489E-03  0.1337881152343344E-01 -0.4401095539000198E-02  0.3018832694498626E-01 -0.1044177411810157E-02  0.1065021682733581E+00 -0.1904275853480220E-01 -0.1050870340794742E-01 -0.1971701311768419E-02
 -0.1291484627091604E-01 -0.2873556693391501E-02 -0.5777229167997710E-03 -0.4629822032910174E-04 -0.9514199967730594E-04  0.1276020447874268E-03 -0.2256000099859482E-02  0.1251474623418941E-03 -0.1526994657449593E-01 -0.4503246392663376E-02
 -0.2426682035556832E-01 -0.1488654781867291E-02  0.2521780392578332E-01 -0.1402343796941401E+01 -0.1072652350789262E-02  0.3161678950426719E-01  0.3338898325424365E-02  0.2549052261292489E-01 -0.6333510549052243E-02  0.1416291800966993E-01
 -0.6901243176244628E-02  0.1217149292877059E-01 -0.6068525940568940E-02  0.1393068410168938E-01 -0.1179455606022540E-02  0.4950375738721221E-01 -0.1533636345125615E-01  0.8513319219471609E-01 -0.4433069348033553E-01 -0.2100002074100748E+00
  0.1747152279609422E-01  0.1247574513156538E-01  0.9184058186489904E-02  0.9864796842381099E-02  0.9898726639457508E-02  0.6021870791758951E-02  0.1050496129680993E-01  0.5171273113312007E-02  0.1250355204641423E-01  0.4711682434518291E-02
  0.2336140901436021E-01  0.1983393559909603E-01  0.3625662277762260E-01  0.1962549183389954E-01  0.8021184657651788E-02 -0.6247814528505754E-02 -0.1067182623851246E+01 -0.1282445584690539E-01  0.1422899165206262E-01 -0.8750792421783355E-02
  0.3860887512654526E-02 -0.6291842201028772E-02  0.3162099405803370E-02 -0.4790615754790273E-02  0.3861622948327616E-02 -0.5754683788453219E-02  0.2326757535552784E-01 -0.1378320869751665E-01  0.9722429697900131E-02 -0.7321368490974120E-02
 -0.1366022708821650E-01 -0.4558136630609753E-02  0.1418492923539559E+00 -0.9426533612424189E-02 -0.1757757629597544E-01 -0.4901550530685796E-02 -0.5864265736280821E-02 -0.2741205651338014E-02 -0.4570963829782077E-02 -0.2389904973828315E-02
 -0.5076036632674583E-02 -0.2461931754038285E-02 -0.3008644516641887E-01 -0.7647624102788864E-02 -0.9041299699828574E-02 -0.2020991585974301E-02  0.1798818352116777E-02  0.1906780845180985E-01  0.3320668809000678E-01 -0.1475398804119871E+01
 -0.1154961659574011E-03  0.3402802810795533E-01 -0.6815972572622260E-02  0.1418351430374106E-01 -0.1046531640218707E-01  0.2353663414109382E-01 -0.7749856042891092E-02  0.1250633849042819E-01  0.5540235161735293E-02  0.4309917767181475E-01
 -0.2599319935344110E-01  0.4716849420370426E-01  0.1108320550907551E-01  0.8952377003568492E-02 -0.4529868019296971E-01 -0.2008579530907119E+00  0.1467661855711421E-01  0.1361018851869085E-01  0.1145219554279111E-01  0.5746935809578151E-02
  0.1776590631028878E-01  0.1002532854581669E-01  0.1133821872424208E-01  0.4764424109711229E-02  0.1703472920145569E-01  0.1676735645768886E-01  0.2859548636848473E-01  0.1125387899539401E-01  0.8528530530146258E-02 -0.6301752817983241E-02
  0.1335491822109264E-01 -0.6482115909771070E-02 -0.1075309068465390E+01 -0.2124143229084424E-01  0.5067636877936899E-02 -0.4774771531879289E-02  0.2313342429874894E-01 -0.9661790213834804E-02  0.4838494420349351E-02 -0.6573346830509173E-02
  0.1296562417281579E-02 -0.3430077997359443E-02  0.3975191462715682E-02 -0.5178118018683143E-02 -0.1345456384841373E-01 -0.4838839590908976E-02 -0.1701629402476054E-01 -0.4280959528383791E-02  0.1432445603712015E+00 -0.1256880493193653E-01
 -0.8025668992586979E-02 -0.2270784871570718E-02 -0.2917453374257582E-01 -0.6260135720715941E-02 -0.7266823848364396E-02 -0.2733172759274675E-02 -0.2341051866159826E-02 -0.1497502236127035E-02 -0.3533687788722385E-02 -0.1528083695863606E-02
